"","Category","Term","Count","%","PValue","Genes","List Total","Pop Hits","Pop Total","Fold Enrichment","Bonferroni","Benjamini","FDR","Overlap"
"11","GOTERM_CC_FAT","GO:0031975~envelope","146","14.7922999","9.30E-25","SLC27A1, NDUFA13, NDUFA11, NDUFA10, CISD1, CPOX, ATP5C1, CISD2, GHITM, COX6A2, CLU, AQP1, SCP2, KPNA4, TMEM38A, KPNA2, PTGDS, KPNA3, KPNA1, GSTK1, ABCA8A, ACSL1, ABCA8B, BCS1L, SDHB, CLPX, TUFM, CYP27A1, FDX1, UQCRC1, TMEM126A, SUCLG1, ATP5S, FECH, RETSAT, MAOB, UQCRB, NDUFB10, NDUFB11, MGST3, ATP5K, HIGD1A, COX7A1, ATP5L, 2410015M20RIK, ADAP2, LDHD, CYC1, NDUFV3, RHBDL3, NDUFV2, RAP1GAP2, MPST, DMPK, BDNF, GOT2, CHCHD10, SYNJ2, DNAJC15, COQ7, IIGP1, COQ5, NR4A1, COQ3, MAVS, OGDH, CYCS, ACADVL, ALAS2, RNF13, MRPS14, SQRDL, ATP5G3, DUSP18, ADRA1A, COX7C, ATP5G1, HK2, CPT2, RB1CC1, UQCRFS1, TMEM109, RRP12, ACADM, GM10250, COX8B, DST, GSTO1, SORD, TIMM23, SIRT5, AEN, ATP5F1, COQ10B, HADHB, IMMP1L, 2010107E04RIK, TFDP2, NDUFS7, BDH1, NDUFS6, NDUFS5, CAT, NDUFS3, SLC25A11, SLC25A13, NDUFB9, NDUFB7, MTFP1, NDUFB6, NDUFB5, NDUFB4, NDUFB3, ETFDH, UQCR11, CKMT2, CST3, SLC25A29, SAMM50, PLN, MFN1, MFN2, SLC25A20, VDAC3-PS1, NDUFA9, NDUFA8, NDUFA4, AI464131, NDUFA3, BNIP3, NDUFA2, STAT3, NDUFA1, COX6C, SOD2, SUOX, SORL1, DHRS4, PINK1, P2RX5, GPAM, RTN4IP1, SLC25A34, LPIN1, SLC25A33, TOMM5","805","1074","14413","2.433924379","6.36E-22","5.78E-23","5.15E-23","No"
"12","GOTERM_CC_FAT","GO:0098800~inner mitochondrial membrane protein complex","42","4.255319149","1.84E-21","NDUFB9, NDUFA13, NDUFB7, UQCRB, NDUFA11, NDUFB10, NDUFB6, NDUFB11, NDUFB5, NDUFB4, NDUFA10, NDUFB3, ATP5K, ATP5C1, ATP5G3, COX7C, ATP5G1, COX6A2, ATP5L, 2410015M20RIK, UQCRFS1, CYC1, NDUFV3, NDUFV2, GM10250, NDUFA9, NDUFA8, COX8B, NDUFA4, NDUFA3, NDUFA2, NDUFA1, TIMM23, ATP5F1, SDHB, IMMP1L, 2010107E04RIK, NDUFS7, NDUFS6, NDUFS5, UQCRC1, NDUFS3","805","124","14413","6.064375877","1.26E-18","1.05E-19","9.36E-20","No"
"13","GOTERM_CC_FAT","GO:0070469~respiratory chain","35","3.546099291","1.71E-20","NDUFB9, NDUFA13, NDUFB7, UQCRB, NDUFA11, NDUFB10, NDUFB6, NDUFB11, NDUFB5, NDUFB4, NDUFA10, NDUFB3, UQCR11, HIGD1A, COX7A1, COX7C, COX6A2, UQCRFS1, CYC1, NDUFV3, NDUFV2, NDUFA9, NDUFA8, COX8B, NDUFA4, NDUFA3, NDUFA2, NDUFA1, SDHB, NDUFS7, NDUFS6, NDUFS5, UQCRC1, NDUFS3, CYCS","805","88","14413","7.121047431","1.17E-17","8.98E-19","8.00E-19","No"
"14","GOTERM_CC_FAT","GO:0005746~mitochondrial respiratory chain","32","3.242147923","7.57E-19","NDUFB9, NDUFA13, NDUFB7, UQCRB, NDUFA11, NDUFB10, NDUFB6, NDUFB11, NDUFB5, NDUFB4, NDUFA10, NDUFB3, COX7A1, COX7C, COX6A2, UQCRFS1, CYC1, NDUFV3, NDUFV2, NDUFA9, NDUFA8, COX8B, NDUFA4, NDUFA3, NDUFA2, NDUFA1, SDHB, NDUFS7, NDUFS6, NDUFS5, UQCRC1, NDUFS3","805","80","14413","7.16173913","5.18E-16","3.70E-17","3.29E-17","No"
"15","GOTERM_CC_FAT","GO:0098803~respiratory chain complex","31","3.1408308","5.43E-18","NDUFB9, NDUFA13, NDUFB7, UQCRB, NDUFA11, NDUFB10, NDUFB6, NDUFB11, NDUFB5, NDUFB4, NDUFA10, NDUFB3, COX7C, COX6A2, UQCRFS1, CYC1, NDUFV3, NDUFV2, NDUFA9, NDUFA8, COX8B, NDUFA4, NDUFA3, NDUFA2, NDUFA1, SDHB, NDUFS7, NDUFS6, NDUFS5, UQCRC1, NDUFS3","805","79","14413","7.025756742","3.72E-15","2.48E-16","2.21E-16","No"
"16","GOTERM_CC_FAT","GO:0030964~NADH dehydrogenase complex","23","2.33029382","7.38E-16","NDUFA9, NDUFB9, NDUFA8, NDUFA13, NDUFB7, NDUFA11, NDUFB10, NDUFB6, NDUFB11, NDUFA4, NDUFB5, NDUFB4, NDUFA3, NDUFA2, NDUFA10, NDUFB3, NDUFA1, NDUFS7, NDUFS6, NDUFS5, NDUFS3, NDUFV3, NDUFV2","805","47","14413","8.761702128","5.32E-13","2.52E-14","2.25E-14","No"
"17","GOTERM_CC_FAT","GO:0045271~respiratory chain complex I","23","2.33029382","7.38E-16","NDUFA9, NDUFB9, NDUFA8, NDUFA13, NDUFB7, NDUFA11, NDUFB10, NDUFB6, NDUFB11, NDUFA4, NDUFB5, NDUFB4, NDUFA3, NDUFA2, NDUFA10, NDUFB3, NDUFA1, NDUFS7, NDUFS6, NDUFS5, NDUFS3, NDUFV3, NDUFV2","805","47","14413","8.761702128","5.32E-13","2.52E-14","2.25E-14","No"
"18","GOTERM_CC_FAT","GO:0005747~mitochondrial respiratory chain complex I","23","2.33029382","7.38E-16","NDUFA9, NDUFB9, NDUFA8, NDUFA13, NDUFB7, NDUFA11, NDUFB10, NDUFB6, NDUFB11, NDUFA4, NDUFB5, NDUFB4, NDUFA3, NDUFA2, NDUFA10, NDUFB3, NDUFA1, NDUFS7, NDUFS6, NDUFS5, NDUFS3, NDUFV3, NDUFV2","805","47","14413","8.761702128","5.32E-13","2.52E-14","2.25E-14","No"
"19","GOTERM_MF_FAT","GO:0016655~oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor","15","1.519756839","9.70E-09","NDUFB9, NDUFA8, NQO1, NDUFA13, NDUFB7, NDUFA4, NDUFB4, DCXR, NDUFA2, NDUFA10, DHRS4, NDUFS7, NDUFS3, NDUFV2, CBR4","793","45","16866","7.089533417","1.49E-05","2.99E-06","2.86E-06","No"
"20","GOTERM_MF_FAT","GO:0016651~oxidoreductase activity, acting on NAD(P)H","18","1.823708207","2.44E-07","NDUFA9, NDUFB9, NDUFA8, NQO1, NDUFA13, NDUFB7, NDUFA4, NDUFB4, DCXR, NDUFA2, NDUFA10, DHRS4, NDUFS7, NDUFS3, CYB5RL, NDUFV2, DLD, CBR4","793","83","16866","4.612467525","3.75E-04","4.58E-05","4.38E-05","No"
"21","GOTERM_MF_FAT","GO:0003954~NADH dehydrogenase activity","12","1.215805471","4.67E-07","NDUFA9, NDUFA8, NDUFB9, NDUFA13, NDUFB7, NDUFS7, NDUFA4, NDUFB4, NDUFA2, NDUFA10, NDUFS3, NDUFV2","793","36","16866","7.089533417","7.17E-04","5.98E-05","5.72E-05","No"
"22","GOTERM_MF_FAT","GO:0050136~NADH dehydrogenase (quinone) activity","11","1.114488349","3.10E-06","NDUFA8, NDUFB9, NDUFA13, NDUFB7, NDUFS7, NDUFA4, NDUFB4, NDUFA2, NDUFA10, NDUFS3, NDUFV2","793","35","16866","6.684417222","0.004753674","2.38E-04","2.28E-04","No"
"23","GOTERM_MF_FAT","GO:0008137~NADH dehydrogenase (ubiquinone) activity","11","1.114488349","3.10E-06","NDUFA8, NDUFB9, NDUFA13, NDUFB7, NDUFS7, NDUFA4, NDUFB4, NDUFA2, NDUFA10, NDUFS3, NDUFV2","793","35","16866","6.684417222","0.004753674","2.38E-04","2.28E-04","No"
"24","GOTERM_BP_FAT","GO:0006091~generation of precursor metabolites and energy","72","7.294832827","2.19E-27","PYGB, MPI, NDUFA10, CISD1, OGDHL, PYGM, COX6A2, COX7C, ENO3, HK2, DLAT, ACADM, IER3, IDH3A, EPM2A, COX8B, ENTPD5, PGAM2, PHKA1, BPGM, COQ10B, SDHB, COQ10A, SDHAF2, PPP1R3C, ACOX1, NDUFS6, CAT, GPD1, DDIT4, UQCRC1, SUCLG1, MTFR1, ALDOA, PPARA, DLD, STK40, SLC25A13, PFKFB2, NDUFB9, UQCRB, NDUFB3, ETFDH, DLST, PPP1R3A, UGP2, CYC1, NDUFV2, PDHA1, MDH1, BDNF, BNIP3, STAT3, CHCHD10, SORBS1, SOD2, DNAJC15, COQ7, GCK, CS, PER2, PINK1, SUCLA2, NR4A3, LYRM5, TRPV4, OGDH, CYCS, CYB561, SLC25A33, PFKM, MRAP2","849","334","17911","4.547766657","1.41E-23","7.03E-24","6.71E-24","No"
"25","GOTERM_BP_FAT","GO:0015980~energy derivation by oxidation of organic compounds","54","5.47112462","1.31E-21","PYGB, NDUFA10, OGDHL, PYGM, COX6A2, COX7C, DLAT, ACADM, IDH3A, EPM2A, COX8B, PHKA1, COQ10B, SDHB, COQ10A, SDHAF2, PPP1R3C, NDUFS6, CAT, GPD1, UQCRC1, SUCLG1, MTFR1, DLD, STK40, SLC25A13, NDUFB9, UQCRB, ETFDH, DLST, PPP1R3A, UGP2, CYC1, NDUFV2, PDHA1, MDH1, BDNF, BNIP3, SORBS1, SOD2, DNAJC15, COQ7, GCK, CS, PER2, PINK1, SUCLA2, NR4A3, LYRM5, TRPV4, OGDH, CYCS, PFKM, MRAP2","849","239","17911","4.76659225","8.41E-18","2.80E-18","2.68E-18","No"
"26","GOTERM_BP_FAT","GO:0046128~purine ribonucleoside metabolic process","57","5.775075988","8.02E-20","PANK4, MPI, AMD1, NDUFA10, APIP, ATP5C1, ATP5G3, ATP5G1, COX6A2, COX7C, ENO3, HK2, NUDT4, NUDT18, ENPP4, IER3, GM10250, COX8B, ENTPD5, PGAM2, BPGM, ATP5F1, SDHAF2, NDUFS6, GPD1, DDIT4, UQCRC1, ALDOA, PPARA, DLD, SLC25A13, PFKFB2, ATP5S, NDUFB9, UQCRB, ATP5K, ATP1A2, AK4, PAPSS2, ATP5L, NT5E, LDHD, CYC1, NDUFV2, BDNF, STAT3, CHCHD10, DNAJC15, COQ7, GCK, NUDT7, PINK1, NT5C1A, OGDH, CYCS, SLC25A33, PFKM","849","289","17911","4.160917994","5.15E-16","6.44E-17","6.14E-17","No"
"27","GOTERM_BP_FAT","GO:0042278~purine nucleoside metabolic process","57","5.775075988","1.57E-19","PANK4, MPI, AMD1, NDUFA10, APIP, ATP5C1, ATP5G3, ATP5G1, COX6A2, COX7C, ENO3, HK2, NUDT4, NUDT18, ENPP4, IER3, GM10250, COX8B, ENTPD5, PGAM2, BPGM, ATP5F1, SDHAF2, NDUFS6, GPD1, DDIT4, UQCRC1, ALDOA, PPARA, DLD, SLC25A13, PFKFB2, ATP5S, NDUFB9, UQCRB, ATP5K, ATP1A2, AK4, PAPSS2, ATP5L, NT5E, LDHD, CYC1, NDUFV2, BDNF, STAT3, CHCHD10, DNAJC15, COQ7, GCK, NUDT7, PINK1, NT5C1A, OGDH, CYCS, SLC25A33, PFKM","849","293","17911","4.104113653","1.01E-15","1.12E-16","1.07E-16","No"
"28","GOTERM_BP_FAT","GO:0009126~purine nucleoside monophosphate metabolic process","51","5.167173252","1.80E-19","MPI, NDUFA10, ATP5C1, ATP5G3, ATP5G1, COX6A2, COX7C, ENO3, PFAS, HK2, NUDT4, IER3, GM10250, COX8B, ENTPD5, PGAM2, BPGM, ATP5F1, SDHAF2, NDUFS6, GPD1, DDIT4, UQCRC1, ALDOA, PPARA, DLD, SLC25A13, PFKFB2, ATP5S, NDUFB9, UQCRB, ATP5K, ATP1A2, AK4, ATP5L, NT5E, LDHD, CYC1, NDUFV2, BDNF, STAT3, CHCHD10, DNAJC15, COQ7, GCK, PINK1, NT5C1A, OGDH, CYCS, SLC25A33, PFKM","849","237","17911","4.539771287","1.16E-15","1.16E-16","1.10E-16","No"
